name,ocpc,url,image_url,seed_company_name,seed_company_ocpc,genetics,genetics_cross_ocpc,l
White Louie,YFTYMJEP99000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/white-louie,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,King Louis XIII x White Dawg,9XVU77JRVU000000000000000 x 9XVU7V6UQG000000000000000,11
White Metal,9XVU7N6MTK000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/white-metal,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Metal Haze x White Dawg,PRPNMN32MZ000000000000000 x 9XVU7V6UQG000000000000000,11
Sweaty Yeti,ZVLRWW4UTZ000000000000000,https://www.cannabisreports.com/strain-reports/cabin-fever-seed-breeders/sweaty-yeti,https://www.cannabisreports.com/images/strains/no_image.png,Cabin Fever Seed Breeders,ZVLRW00000000000000000000,White Forest x Yeti OG,ZVLRW3YVMK000000000000000 x UUQT2H7XC4000000000000000,11
Devils Dawg,ZVLRW2C6H4000000000000000,https://www.cannabisreports.com/strain-reports/cabin-fever-seed-breeders/devils-dawg,https://www.cannabisreports.com/images/strains/no_image.png,Cabin Fever Seed Breeders,ZVLRW00000000000000000000,StarDawg x Kerberos Kush,QTDQHZMTNL000000000000000 x 4XTRGTFD6M000000000000000,11
Candy Skunk,7EWXWMUQVW000000000000000,https://www.cannabisreports.com/strain-reports/thc-development-seed-company/candy-skunk,https://www.cannabisreports.com/images/strains/no_image.png,THC Development Seed Company,7EWXW00000000000000000000,Skunk x Alien Rock Candy,9XVU7Y2FA9000000000000000 x 6D7ERAMDEG000000000000000,11
Double Mint,PZNTT7R2CZ000000000000000,https://www.cannabisreports.com/strain-reports/natural-genetics-seeds/double-mint,https://www.cannabisreports.com/images/strains/b/full_b1fa15af5fe3c3d372f297010addf8607130ed8d.jpg,Natural Genetics Seeds,PZNTT00000000000000000000,SinMint Cookies x Mint Chocolate Chip,7PEKM7QD4J000000000000000 x 6XPKMZZLVP000000000000000,11
Stupor Glue,4DJ6C6D9XW000000000000000,https://www.cannabisreports.com/strain-reports/alpha-kronik-genes/stupor-glue,https://www.cannabisreports.com/images/strains/no_image.png,Alpha Kronik Genes,4DJ6C00000000000000000000,Gorilla Glue #4 x Stephen Hawking Kush,9XVU7AQXVU000000000000000 x 4DJ6CZRPVW000000000000000,11
Uncle Remus,CJXZN6EJ6W000000000000000,https://www.cannabisreports.com/strain-reports/cult-classics-seeds/uncle-remus,https://www.cannabisreports.com/images/strains/no_image.png,Cult Classics Seeds,CJXZN00000000000000000000,Cannatonic x Blue Lotus,PW7Q4VUUKD000000000000000 x U9XW79D3LJ000000000000000,11
Ganja Ma #2,9XVU77Q92P000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/ganja-ma-2,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
BC Pinewarp,WPUC6VKMTK000000000000000,https://www.cannabisreports.com/strain-reports/bc-bud-depot/bc-pinewarp,https://www.cannabisreports.com/images/strains/8/full_834386b1b17e3c3077e4fe81f0f6800f9b55aef1.jpg,BC Bud Depot,WPUC600000000000000000000,Texada Timewarp / Purple Pineberry,WPUC6HVRGN000000000000000 / 9XVU79DG2E000000000000000,11
Lemon Venom,HGTPQ77YC3000000000000000,https://www.cannabisreports.com/strain-reports/dusted-bud-genetics/lemon-venom,https://www.cannabisreports.com/images/strains/no_image.png,Dusted Bud Genetics,HGTPQ00000000000000000000,Lemon OG Kush x Cali Dream,TTUYNWX3TA000000000000000 x 9XVU7UNA7V000000000000000,11
Lemon Wheel,HGTPQD34GR000000000000000,https://www.cannabisreports.com/strain-reports/dusted-bud-genetics/lemon-wheel,https://www.cannabisreports.com/images/strains/no_image.png,Dusted Bud Genetics,HGTPQ00000000000000000000,Lemon G-13 x Phishead Kush,9XVU7NE2UL000000000000000 x 9XVU7ZAGRG000000000000000,11
Pucker Haze,NG6GUZXYRG000000000000000,https://www.cannabisreports.com/strain-reports/cannarado-genetics/pucker-haze,https://www.cannabisreports.com/images/strains/no_image.png,Cannarado Genetics,NG6GU00000000000000000000,Dutch Cough x Lemon G,9XVU7A9HV7000000000000000 x 6D7ER6L6LH000000000000000,11
Hear Me Now,9XVU7KCHC3000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/hear-me-now,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Hashwrecker,9XVU7ZZLXK000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/hashwrecker,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Trainwreck x Hash Plant (Hashplant),9XVU76K2ZH000000000000000 x 9XVU7L94RY000000000000000,11
Candy Magic,7EWXW37ZCJ000000000000000,https://www.cannabisreports.com/strain-reports/thc-development-seed-company/candy-magic,https://www.cannabisreports.com/images/strains/0/full_0c303cf3f5c0e56729ba32b42049a12554c7bd12.jpg,THC Development Seed Company,7EWXW00000000000000000000,( Magic Merlin x Gorilla Grape ) x Alien Rock Candy,( URA3MV744V000000000000000 x 9XVU76EWZ9000000000000000 ) x 6D7ERAMDEG000000000000000,11
Lemon Candy,7EWXWTY22L000000000000000,https://www.cannabisreports.com/strain-reports/thc-development-seed-company/lemon-candy,https://www.cannabisreports.com/images/strains/b/full_bf35c508c8fb8241b2e3857dcd6a483e8513d8d3.jpg,THC Development Seed Company,7EWXW00000000000000000000,Lemon Alien Dawg x Alien Rock Candy,6D7ERVJ22K000000000000000 x 6D7ERAMDEG000000000000000,11
Velvet Rush,W74AFJENXL000000000000000,https://www.cannabisreports.com/strain-reports/dj-short/velvet-rush,https://www.cannabisreports.com/images/strains/f/full_fb130d8faf22c6000f175a8983ad7f59590b6024.jpg,DJ Short,W74AF00000000000000000000,Highland Thai (Juicy Fruit Thai),W74AFDVVGP000000000000000,11
C4 x Tangie,9XVU76CNUW000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/c4-x-tangie,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,C4 x Tangie,VQJGUNQM4L000000000000000 x TTUYNYGWNA000000000000000,11
Pinnacle OG,9XVU7EPCJW000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/pinnacle-og,https://www.cannabisreports.com/images/extracts/2/full_2bea06e7cdd7ca568743c3e3cf91f7040183f8a2.jpg,Unknown Breeder,9XVU700000000000000000000,,,11
Blood Berry,YFTYMJDR2W000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/blood-berry,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Riotberry OG Kush x Blood Rose,YFTYMMVJRQ000000000000000 x YFTYMNUE9M000000000000000,11
Red Goji OG,YFTYMLXYCM000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/red-goji-og,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Goji OG x Blood Rose,U9XW73T6EK000000000000000 x YFTYMNUE9M000000000000000,11
Han Solo OG,9XVU7ART4X000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/han-solo-og,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Simple Jack,9XVU7N3WAU000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/simple-jack,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Dream Scout,9XVU7LGXDZ000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/dream-scout,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Blue Dream / Girl Scout Cookies ???,9XVU7PTG2P000000000000000 / 4KXM32V9YF000000000000000 ???,11
Sour Kenobi,9XVU7M7D9X000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/sour-kenobi,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Black Budha,UE24XFRKFH000000000000000,https://www.cannabisreports.com/strain-reports/sagarmatha-seeds/black-budha,https://www.cannabisreports.com/images/strains/1/full_1bf97fb1ec5e2ba220dde2db102364fa5f4f92ea.jpg,Sagarmatha Seeds,UE24X00000000000000000000,Black Domina / ???,VUJCJVRU4N000000000000000 / ???,11
Chitrali #1,LJV2TUZZWZ000000000000000,https://www.cannabisreports.com/strain-reports/breeders-choice/chitrali-1,https://www.cannabisreports.com/images/strains/d/full_db92f334201b5f57198466a65ccb746e84661831.jpg,Breeder's Choice,LJV2T00000000000000000000,Chitral,34P7PA97CK000000000000000,11
Pinky Dinky,9XVU74VV36000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/pinky-dinky,https://www.cannabisreports.com/images/strains/9/full_92166bda486515acd9ad113f5a14e12c501f28a3.jpg,Unknown Breeder,9XVU700000000000000000000,Black Domina / Cotton Candy,VUJCJVRU4N000000000000000 / ZHMH7VYQKJ000000000000000,11
Glaucoma OG,R3X67E4NFA000000000000000,https://www.cannabisreports.com/strain-reports/exclusive-seeds/glaucoma-og,https://www.cannabisreports.com/images/strains/0/full_0bcce3b9fa5af14eaf2af8f29deab4dacfde40a4.jpg,Exclusive Seeds,R3X6700000000000000000000,Cataract 2.0 x Cataract 2.0,R3X679LWNP000000000000000 x R3X679LWNP000000000000000,11
Predator OG,R3X67G4PX2000000000000000,https://www.cannabisreports.com/strain-reports/exclusive-seeds/predator-og,https://www.cannabisreports.com/images/strains/f/full_f4327c4e41c9c0301e21708455a264ae191a9e68.jpg,Exclusive Seeds,R3X6700000000000000000000,The Mendo x ET OG,R3X67VKGJ4000000000000000 x R3X67M6LPE000000000000000,11
Wookie Glue,9XVU7FFN4J000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/wookie-glue,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Purple Stem,9XVU73X2HE000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/purple-stem,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
City of God,9XVU7XMW67000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/city-of-god,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Bubble Mint,9XVU7MFM6P000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/bubble-mint,https://www.cannabisreports.com/images/strains/8/full_89410cf0f1ed9baafa2d752d71e85db73ba38822.jpg,Unknown Breeder,9XVU700000000000000000000,,,11
Affie Bubba,X3434N4M2D000000000000000,https://www.cannabisreports.com/strain-reports/irie-vibe-seeds/affie-bubba,https://www.cannabisreports.com/images/strains/no_image.png,Irie Vibe Seeds,X343400000000000000000000,Pre 98 Bubba Kush x Afghani #1,9XVU79UTCY000000000000000 x VUJCJHX2PY000000000000000,11
Goji Banana,KVV6F9P7P6000000000000000,https://www.cannabisreports.com/strain-reports/dankonomics-genetics/goji-banana,https://www.cannabisreports.com/images/strains/no_image.png,Dankonomics Genetics,KVV6F00000000000000000000,Goji OG x Banana Kush,U9XW73T6EK000000000000000 x GM6NY3UFQD000000000000000,11
Mecha Magoo,PNACADTNUT000000000000000,https://www.cannabisreports.com/strain-reports/suny-cheba/mecha-magoo,https://www.cannabisreports.com/images/strains/no_image.png,Suny Cheba,PNACA00000000000000000000,Blue Magoo x Mecha,H46C69NFXH000000000000000 x 9XVU72DKM9000000000000000,11
Purpsnterps,9XVU7LQRU4000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/purpsnterps,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Cherry Cure,9XVU72K6HM000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/cherry-cure,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Ambulance x The Wife,MRRNPRP9DL000000000000000 x 9XVU7474Y6000000000000000,11
QuickSilver,GKJA2YKJXU000000000000000,https://www.cannabisreports.com/strain-reports/snowhigh-seeds/quicksilver,https://www.cannabisreports.com/images/strains/no_image.png,SnowHigh Seeds,GKJA200000000000000000000,Iron Cindy x Acapulco Gold Landrace x Cinderella 99 (C99),WKARF3LDX7000000000000000 x 9XVU7RKUYL000000000000000 x HZU7PPY4L4000000000000000,11
Mind Glazer,G29NGXG2CU000000000000000,https://www.cannabisreports.com/strain-reports/dark-horse-genetics/mind-glazer,https://www.cannabisreports.com/images/strains/no_image.png,Dark Horse Genetics,G29NG00000000000000000000,PURPetrator x Thin Mint,NRJKFEUFML000000000000000 x 9XVU7UR3GD000000000000000,11
FuC (Skush),9QZ9KCWNQG000000000000000,https://www.cannabisreports.com/strain-reports/tcvg-shit/fuc-skush,https://www.cannabisreports.com/images/strains/no_image.png,TCVG Shit,9QZ9K00000000000000000000,Sensi Skunk x Sinister Kush,VUJCJ3DLXM000000000000000 x 9XVU7WZJZP000000000000000,11
Banana Doja,W26J6RARUZ000000000000000,https://www.cannabisreports.com/strain-reports/jaws-gear/banana-doja,https://www.cannabisreports.com/images/strains/no_image.png,Jaws Gear,W26J600000000000000000000,Banana Kush x Double Purple Doja,GM6NY3UFQD000000000000000 x AQTNHGRXGC000000000000000,11
Yum Yum Bud,W26J679JEN000000000000000,https://www.cannabisreports.com/strain-reports/jaws-gear/yum-yum-bud,https://www.cannabisreports.com/images/strains/5/full_5a39a9e7f6b707688f2bd1aca47e8662284e9220.jpg,Jaws Gear,W26J600000000000000000000,Chem Soda x Double Purple Doja,9XVU74A4HH000000000000000 x AQTNHGRXGC000000000000000,11
P.K. Bomber,9XVU76WHPH000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/pk-bomber,https://www.cannabisreports.com/images/strains/1/full_1e03b4703ccefc59ead9e36605fdc88ac31f58bf.jpg,Unknown Breeder,9XVU700000000000000000000,( Garberville Purple Kush x Blue Bomber ) x ( Garberville Purple Kush x Blue Bomber ),( 9XVU72AVAD000000000000000 x 9XVU7V6EWR000000000000000 ) x ( 9XVU72AVAD000000000000000 x 9XVU7V6EWR000000000000000 ),11
Stacy's Mom,DXGDVEC33C000000000000000,https://www.cannabisreports.com/strain-reports/mother-chucker-seeds/stacys-mom,https://www.cannabisreports.com/images/strains/f/full_fa94362a433053149b1723e96d337e167dc9098f.jpg,Mother Chucker Seeds,DXGDV00000000000000000000,MILF x Sugar Magnolia,DXGDV4CCYN000000000000000 x DXGDV9FEF7000000000000000,11
Blue Hawaii,DXGDV4KFCM000000000000000,https://www.cannabisreports.com/strain-reports/mother-chucker-seeds/blue-hawaii,https://www.cannabisreports.com/images/strains/2/full_20102761983fc4dfa394626e999643cd5be56b1c.jpg,Mother Chucker Seeds,DXGDV00000000000000000000,Blue Dream x Elvis,9XVU7PTG2P000000000000000 x WEWGVXLTY9000000000000000,11
S.A.D. Auto,FTYEUWUZQZ000000000000000,https://www.cannabisreports.com/strain-reports/sweet-seeds/sad-auto,https://www.cannabisreports.com/images/strains/a/full_a7b3672d3ed1acb72b742ff9fcf87eb20f8013d7.jpg,Sweet Seeds,FTYEU00000000000000000000,Sweet Afgani Delicious S1 (SAD) / ???,KAFQLEDHDU000000000000000 / ???,11
Tangie Glue,9XVU7P4MW2000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/tangie-glue,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Tangie / Gorilla Glue #4,TTUYNYGWNA000000000000000 / 9XVU7AQXVU000000000000000,11
Stinky Pete,N3LZTDHJ7J000000000000000,https://www.cannabisreports.com/strain-reports/otis-gardens/stinky-pete,https://www.cannabisreports.com/images/strains/no_image.png,Otis Gardens,N3LZT00000000000000000000,Snowtracks / ( Vortex / ( Dynamite / OG Kush ) ),9XVU7EFUME000000000000000 / ( 3CV7ERZEAV000000000000000 / ( RYAD9TNQ4R000000000000000 / 9XVU7GD2AP000000000000000 ) ),11
La Uva Loca,9XVU7DJJKX000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/la-uva-loca,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Sour Diesel x Purple Urkle,9XVU7KVPFZ000000000000000 x 9XVU7M3ZXJ000000000000000,11
Somalicious,L2NZKDGMMU000000000000000,https://www.cannabisreports.com/strain-reports/soma-seeds/somalicious,https://www.cannabisreports.com/images/strains/8/full_8859f49297db641f1217b4185cfb1496ec8b7a58.jpg,Soma Seeds,L2NZK00000000000000000000,Lavender (Soma #10) / LA Confidential,L2NZKJPZXK000000000000000 / TTUYNPCV3L000000000000000,11
Tahoe Dream,9XVU7MZNME000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/tahoe-dream,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Divine Wine,9XVU7NQ22R000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/divine-wine,https://www.cannabisreports.com/images/strains/0/full_086c416521528addb96ecb366e0e61a37de312d6.jpg,Unknown Breeder,9XVU700000000000000000000,Shiva's Cheeba / ( Blackberry / Skunk Afgoo ),9XVU76JA3J000000000000000 / ( ACZRNHXURW000000000000000 / 9XVU7RA49X000000000000000 ),11
Jager Frost,9XVU7DFGUT000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/jager-frost,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Lemon Lotus,9XVU72VTNR000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/lemon-lotus,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Dark Knight,9XVU76CTHL000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/dark-knight,https://www.cannabisreports.com/images/strains/3/full_30d9c36ff35e5389357ca1b9988b0098b024d938.jpg,Unknown Breeder,9XVU700000000000000000000,Granddaddy Purple (GDP) x Afghan Kush,9XVU7HA9KV000000000000000 x 6Z3CV9HXA6000000000000000,11
Banana Dawg,6XPKM7HQ33000000000000000,https://www.cannabisreports.com/strain-reports/exotic-genetix/banana-dawg,https://www.cannabisreports.com/images/strains/no_image.png,Exotic Genetix,6XPKM00000000000000000000,Banana OgerKush (Orgnkids) x Ultimate Chem SFV,LATEPUV93C000000000000000 x 9XVU7RQMPC000000000000000,11
Money Berry,LCPRTR7DXW000000000000000,https://www.cannabisreports.com/strain-reports/north-genetics/money-berry,https://www.cannabisreports.com/images/strains/no_image.png,North Genetics,LCPRT00000000000000000000,Ace of Spades x Plushberry,3CV7EDYE7P000000000000000 x 3CV7EVF6MR000000000000000,11
Smurf Berry,LCPRTQQRZX000000000000000,https://www.cannabisreports.com/strain-reports/north-genetics/smurf-berry,https://www.cannabisreports.com/images/strains/no_image.png,North Genetics,LCPRT00000000000000000000,Midnight x Plushberry,32UQEAWCU2000000000000000 x 3CV7EVF6MR000000000000000,11
The Emperor,UD6QMQ9KDJ000000000000000,https://www.cannabisreports.com/strain-reports/west-coast-masters/the-emperor,https://www.cannabisreports.com/images/strains/no_image.png,West Coast Masters,UD6QM00000000000000000000,,,11
Snozzwanger,QP7HYF39F6000000000000000,https://www.cannabisreports.com/strain-reports/alpha-kronik-genes/snozzwanger,https://www.cannabisreports.com/images/strains/0/full_096466abaebd53f4852d6183c0e8c7ee69c54ccf.jpg,Alpha Kronik Genes,4DJ6C00000000000000000000,Snozzberry / Kimbo Kush,4DJ6CNAJTL000000000000000 / 6XPKMPJKYL000000000000000,11
Berry Queen,UD6QM4MCRC000000000000000,https://www.cannabisreports.com/strain-reports/west-coast-masters/berry-queen,https://www.cannabisreports.com/images/strains/no_image.png,West Coast Masters,UD6QM00000000000000000000,Green Queen / Oregon Huckleberry,9XVU77AYNL000000000000000 / H46C6ZUERH000000000000000,11
Cherry Wine,3P3FFPNKK2000000000000000,https://www.cannabisreports.com/strain-reports/oregon-green-seed/cherry-wine,https://www.cannabisreports.com/images/strains/a/full_a81541515305c9a3b2bc1a18fd642cbd94302436.jpg,Oregon Green Seed,3P3FF00000000000000000000,The Wife x Charlottes Cherries,9XVU7474Y6000000000000000 x 3P3FFU3A6M000000000000000,11
LemonBreath,GCCUAF9RV3000000000000000,https://www.cannabisreports.com/strain-reports/thugpug-genetics/lemonbreath,https://www.cannabisreports.com/images/strains/3/full_34baa45dfd11aeb9f5dc489bbe47c6a70bea4e89.jpg,Thugpug Genetics,GCCUA00000000000000000000,Lemon OG Kush x Mendo Breath,TTUYNWX3TA000000000000000 x HFKEWX24QT000000000000000,11
Unification,CJXZNNXC26000000000000000,https://www.cannabisreports.com/strain-reports/cult-classics-seeds/unification,https://www.cannabisreports.com/images/strains/no_image.png,Cult Classics Seeds,CJXZN00000000000000000000,,,11
Terprazolam,CJXZNH9CF3000000000000000,https://www.cannabisreports.com/strain-reports/cult-classics-seeds/terprazolam,https://www.cannabisreports.com/images/strains/no_image.png,Cult Classics Seeds,CJXZN00000000000000000000,Carlsbad Caverns x Center,CJXZNZFRZC000000000000000 x 9XVU7RLDYX000000000000000,11
Diazabidiol,CJXZNV7T2U000000000000000,https://www.cannabisreports.com/strain-reports/cult-classics-seeds/diazabidiol,https://www.cannabisreports.com/images/strains/no_image.png,Cult Classics Seeds,CJXZN00000000000000000000,Equanimity (Cult Classics Seeds) x Center,CJXZN247TH000000000000000 x 9XVU7RLDYX000000000000000,11
Kirkwood OG,NRJKFZ7U2P000000000000000,https://www.cannabisreports.com/strain-reports/archive-seed-bank/kirkwood-og,https://www.cannabisreports.com/images/strains/no_image.png,Archive Seed Bank,NRJKF00000000000000000000,Faceoff Cut OG Kush x Face/Off OG BX1,9XVU72PWPG000000000000000 x NRJKFZ6R2N000000000000000,11
Canna Wreck,RCY9TAY3RD000000000000000,https://www.cannabisreports.com/strain-reports/homegrown-natural-wonders/canna-wreck,https://www.cannabisreports.com/images/strains/no_image.png,Homegrown Natural Wonders,RCY9T00000000000000000000,Canna-Tsu / Timewreck,YYRZDXYLWA000000000000000 / 3CV7EJ2MGX000000000000000,11
Cherry Chem,7UKJQHQHWU000000000000000,https://www.cannabisreports.com/strain-reports/south-fork-seed-collective/cherry-chem,https://www.cannabisreports.com/images/strains/no_image.png,South Fork Seed Collective,7UKJQ00000000000000000000,Cherry Pie (Cherry Kush) x Chem Dawg (Chemdog),9XVU7ZCENQ000000000000000 x 9XVU762EQ4000000000000000,11
Julio's Dog,9XVU7WD3XP000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/julios-dog,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Girl Scout Cookies x Cherry Alien Dawg,4KXM32V9YF000000000000000 x 9XVU7Z96YE000000000000000,11
Bettie Page,9XVU73QNVC000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/bettie-page,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,,,11
Hulk Smash!,ZE3RNJCLQY000000000000000,https://www.cannabisreports.com/strain-reports/sequoia-seeds/hulk-smash,https://www.cannabisreports.com/images/strains/no_image.png,Sequoia Seeds,ZE3RN00000000000000000000,Critical Mass x Emerald Triangle,2NGAWKHL3K000000000000000 x ZE3RN3ZUGH000000000000000,11
Sugar Skull,ZE3RNUWCQU000000000000000,https://www.cannabisreports.com/strain-reports/sequoia-seeds/sugar-skull,https://www.cannabisreports.com/images/strains/no_image.png,Sequoia Seeds,ZE3RN00000000000000000000,Ghost Train Haze #1 x Baker's Dozen,4FMDMLMY46000000000000000 x ZE3RN7KGVY000000000000000,11
Dutch Cough,9XVU7A9HV7000000000000000,https://www.cannabisreports.com/strain-reports/unknown-breeder/dutch-cough,https://www.cannabisreports.com/images/strains/no_image.png,Unknown Breeder,9XVU700000000000000000000,Northern Lights #5 x Haze #2,VUJCJ4MPQ2000000000000000 x 9XVU79GQPR000000000000000,11
SilentBiter,4JQPEDMHFE000000000000000,https://www.cannabisreports.com/strain-reports/acumen-genetics/silentbiter,https://www.cannabisreports.com/images/strains/no_image.png,Acumen Genetics,4JQPE00000000000000000000,Kremlin x S.A.G.E.,9XVU7A6UGU000000000000000 x VRTEWY3FMR000000000000000,11
Super Shark,YTZMXNZMA7000000000000000,https://www.cannabisreports.com/strain-reports/710-genetics/super-shark,https://www.cannabisreports.com/images/strains/no_image.png,710 Genetics,YTZMX00000000000000000000,White Widow x Skunk #1,K3TYMWC3HY000000000000000 x VUJCJY6ZUC000000000000000,11
White Candy,YTZMXPQ3YH000000000000000,https://www.cannabisreports.com/strain-reports/710-genetics/white-candy,https://www.cannabisreports.com/images/strains/6/full_6e4d55e6a04389309e8c020ea3e9b9249d9940c7.jpg,710 Genetics,YTZMX00000000000000000000,Sweet Tooth (Barney's Farm),WAVLJDZH4A000000000000000,11
CBD Therapy,KGQGENQTJW000000000000000,https://www.cannabisreports.com/strain-reports/cbd-crew/cbd-therapy,https://www.cannabisreports.com/images/strains/1/full_1274b5214b569b7a2fa383f5a32fcc473c27dd04.jpg,CBD Crew,KGQGE00000000000000000000,,,11
CBD OG Kush,KGQGE4ZDCP000000000000000,https://www.cannabisreports.com/strain-reports/cbd-crew/cbd-og-kush,https://www.cannabisreports.com/images/strains/4/full_41ce8a4f3beec07bb6e21402d54a1583d7f2494e.jpg,CBD Crew,KGQGE00000000000000000000,OG Kush x Quimiotipo CBD,9XVU7GD2AP000000000000000 x KGQGEK64DL000000000000000,11
Clemenvilla,EUAY7992DM000000000000000,https://www.cannabisreports.com/strain-reports/pepita-seeds/clemenvilla,https://www.cannabisreports.com/images/strains/2/full_2d15159ae3575f113277f55da0a6c9eef68f9064.jpg,Pepita Seeds,EUAY700000000000000000000,Tahoe OG Kush x Dancehall,QLG39GC7HK000000000000000 x NJDA32A7MC000000000000000,11
Cash Croppa,YFTYMHCEDQ000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/cash-croppa,https://www.cannabisreports.com/images/strains/0/full_0214d2919939839d359f5a1f16e1e9844fa3690d.jpg,Riot Seeds,YFTYM00000000000000000000,Afghani Landrace x Skunk #1,9XVU7HGAVW000000000000000 x VUJCJY6ZUC000000000000000,11
Valley Rose,4YJV27EPNW000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/valley-rose,https://www.cannabisreports.com/images/strains/7/full_71f6f898bcbc4db4dab49957f23da14fb3db5be1.jpg,Illuminati Seeds,4YJV200000000000000000000,San Fernando Valley OG (SFV OG) x 13 Roses,9XVU7EYMZW000000000000000 x 9XVU73HWRP000000000000000,11
Papaya Rose,4YJV22AQN6000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/papaya-rose,https://www.cannabisreports.com/images/strains/5/full_526b9725b9c400c10d1e5e3d6e1ec9d9b30ec3eb.jpg,Illuminati Seeds,4YJV200000000000000000000,Papaya x 13 Roses,6Y7YA2D2QH000000000000000 x 9XVU73HWRP000000000000000,11
Bright Eyes,YFTYMD6ZKL000000000000000,https://www.cannabisreports.com/strain-reports/riot-seeds/bright-eyes,https://www.cannabisreports.com/images/strains/no_image.png,Riot Seeds,YFTYM00000000000000000000,Rocky Mountain High (Hazeman),HA3F4HC72X000000000000000,11
Immortal OG,4YJV24ET9L000000000000000,https://www.cannabisreports.com/strain-reports/illuminati-seeds/immortal-og,https://www.cannabisreports.com/images/strains/d/full_d5ecc6c841d9a2363821406a9b1f4f25e48810f7.jpg,Illuminati Seeds,4YJV200000000000000000000,Famine x Pestilence,4YJV2PF6V6000000000000000 x 9XVU7ZCN6N000000000000000,11
